district,total_ntd,land_area,main_building_material,building_area,num_room,num_hall,num_toilet,transaction_year,transaction_month,building_age
Xinyi District,23900000,22.6,Reinforced concrete construction,110.22,3,2,2,2019,11,1938.125
Zhongshan Area,25600000,36.25,Strengthen brickwork,120.42,3,2,2,2019,12,1964
Zhongshan Area,69400000,18.72,See other registration items,222.28,3,2,3,2019,12,1911
Neihu District,25000000,27.74,Reinforced concrete construction,157.59,3,2,2,2019,12,1935
Beitou,13880000,29.2,Reinforced concrete construction,122.11,3,2,2,2019,11,1954
Beitou,15850000,28.59,Reinforced concrete construction,109.07,3,2,2,2019,12,1946
Beitou,20659734,59.75,Strengthen brickwork,63.7,3,2,1,2019,12,1959
Beitou,30989600,59.75,Strengthen brickwork,63.46,3,2,1,2019,12,1966
Wanhua District,10500000,4.49,Reinforced concrete construction,52.2,3,1,1,2019,12,1923
Beitou,13500000,24.5,Reinforced concrete construction,73.8,3,2,2,2019,12,1953
shihlin,42180000,31.43,Reinforced concrete construction,172.95,3,2,2,2019,12,1946
Zhongshan Area,16880000,40.25,Reinforced concrete construction,103.15,3,2,2,2019,12,1952
Neihu District,23800000,23.15,Reinforced concrete construction,127.81,3,2,2,2019,12,1936
Neihu District,16280000,33.99,Reinforced concrete construction,104.99,3,2,2,2019,12,1946
Zhongshan Area,15500000,34,Reinforced concrete construction,98.11,3,2,1,2019,12,1954
Songshan District,25800000,18.26,Reinforced concrete construction,118.95,3,2,2,2019,12,1948
Songshan District,49660000,113.25,Reinforced concrete construction,201.23,3,2,2,2019,12,1955.176471
shihlin,41000000,85.11,Reinforced concrete construction,216.65,3,2,2,2019,7,1921
shihlin,7800000,24.35,Reinforced concrete construction,84.9,3,2,1,2019,8,1949
Neihu District,9960000,11.6,Reinforced concrete construction,52.2,2,1,1,2019,10,1923
Zhongshan Area,18500000,28.25,Strengthen brickwork,91.18,2,2,1,2019,9,1957.916667
Songshan District,13000000,14.43,Reinforced concrete construction,61.92,2,2,1,2019,10,1954
Beitou,8400000,10.2,Reinforced concrete construction,70.18,2,1,1,2019,10,1933
shihlin,17800000,30.75,Strengthen brickwork,83.48,2,1,1,2019,10,1954.02
Beitou,2660000,19.83,Reinforced concrete construction,85.8,2,2,1,2019,10,1953
Beitou,19100000,36.75,Reinforced concrete construction,87.3,2,2,1,2019,10,1957
Zhongshan Area,30580000,7.67,See other registration items,91.03,2,2,1,2019,9,1911
Zhongzheng District,6550000,19.6,Reinforced concrete construction,59.41,2,1,2,2019,9,1949
Datong District,4900000,10.18,Reinforced concrete construction,36.61,2,0,1,2019,8,1951.2
Zhongshan Area,8300000,25.33,Strengthen brickwork,58.78,2,1,1,2019,10,1962
Beitou,5500000,12.6,Reinforced concrete construction,61,2,1,1,2019,10,1953
Neihu District,14820000,9.64,Reinforced concrete construction,75.42,2,1,1,2019,10,1920
Songshan District,9200000,5.55,Reinforced concrete construction,54.39,2,1,1,2019,10,1941
Daan District,27960000,14.52,Reinforced concrete construction,127.25,2,2,1,2019,8,1940.777778
Beitou,8700000,19.86,Reinforced concrete construction,80.88,2,1,1,2019,10,1946
Nangang District,26000000,18.26,Reinforced concrete construction,137,2,2,2,2019,10,1940
Datong District,19500000,19.56,Reinforced concrete construction,94.7,2,2,1,2019,8,1911
Datong District,19080000,19.32,Reinforced concrete construction,93.55,2,2,1,2019,8,1911
Datong District,5895766,25.67,Strengthen brickwork,57.98,2,1,1,2019,10,1970
Datong District,15360000,16,Reinforced concrete construction,77.49,2,2,1,2019,8,1911
Datong District,16180000,16,Reinforced concrete construction,77.49,2,2,1,2019,8,1911
Daan District,11050000,22,Strengthen brickwork,59.75,2,2,1,2019,9,1962
Zhongshan Area,18760000,15.63,Reinforced concrete construction,99.5,2,1,1,2019,10,1916
Zhongshan Area,14400000,20.75,Strengthen brickwork,72.9,2,2,2,2019,9,1963
Daan District,15850000,5.35,Reinforced concrete construction,56.63,2,2,1,2019,10,1948
Daan District,40150000,15.03,Reinforced concrete construction,176.99,2,1,1,2019,11,1951
Neihu District,14560000,12.2,Reinforced concrete construction,76.41,2,2,1,2019,10,1911
Daan District,21000000,28.2,Reinforced concrete construction,103.58,2,2,1,2019,9,1946.190476
Beitou,15750000,14.58,Reinforced concrete construction,71.61,2,1,1,2019,10,1913
shihlin,8000000,32.03,Reinforced concrete construction,66.02,2,1,1,2019,11,1953
Xinyi District,9500000,13.4,Reinforced concrete construction,62.19,2,1,1,2019,10,1947
Xinyi District,16000000,35.58,Strengthen brickwork,92.59,2,2,1,2019,10,1960
Neihu District,13680000,28.47,Reinforced concrete construction,102.71,2,2,2,2019,9,1949
Zhongzheng District,16000000,33,Reinforced concrete construction,117.47,2,2,1,2019,11,1948.409091
Wanhua District,13800000,26.49,Reinforced concrete construction,99.89,2,2,1,2019,10,1948
Zhongshan Area,29080000,14.66,Reinforced concrete construction,140.55,2,2,2,2019,10,1944
Songshan District,12500000,39,Reinforced concrete construction,65.07,2,2,1,2019,10,1955.176471
shihlin,23000000,35.25,Strengthen brickwork,81.6,2,2,1,2019,9,1962
Beitou,13200000,35,Reinforced concrete construction,97.44,2,2,1,2019,11,1955
Beitou,16000000,22.26,Reinforced concrete construction,87.76,2,1,1,2019,10,1917
Wenshan District,10500000,26.5,Reinforced concrete construction,74.54,2,2,1,2019,10,1956.9375
Songshan District,13500000,27.75,Reinforced concrete construction,77.6,2,2,1,2019,10,1955.176471
Zhongshan Area,8900000,8.49,Reinforced concrete construction,47.91,2,1,1,2019,11,1945
Zhongshan Area,16880000,6.67,Steel reinforced concrete construction,60.2,2,1,1,2019,10,1924
Wanhua District,8200000,22.45,Reinforced concrete construction,61.13,2,1,1,2019,10,1953
Wanhua District,6200000,25,Strengthen brickwork,60.6,2,2,3,2019,11,1967
Wenshan District,8800000,17.8,Reinforced concrete construction,83.9,2,2,1,2019,9,1948.8
Wanhua District,5660000,15.34,Reinforced concrete construction,51.41,2,1,1,2019,11,1954
Wanhua District,7000000,8.91,Reinforced concrete construction,60.44,2,2,1,2019,9,1947
Zhongshan Area,14000000,21,Reinforced concrete construction,63.75,2,1,1,2019,10,1956
Beitou,9360000,17,Reinforced concrete construction,86.45,2,2,1,2019,10,1953
Wenshan District,12870000,20.1,Reinforced concrete construction,80.3,2,2,1,2019,10,1931
Wenshan District,12800000,20.1,Reinforced concrete construction,81.05,2,2,1,2019,10,1931
Beitou,15080000,24.57,Reinforced concrete construction,84.39,2,1,1,2019,10,1932
Beitou,6300000,27,Strengthen brickwork,39.81,2,1,1,2019,10,1959
Zhongshan Area,7200000,5.1,Reinforced concrete construction,41.69,2,2,1,2019,10,1946
Beitou,9000000,25.75,Reinforced concrete construction,76.84,2,1,1,2019,10,1935
shihlin,10650000,20,Reinforced concrete construction,70.86,2,2,1,2019,11,1953
shihlin,4500000,16.25,Reinforced concrete construction,40.8,2,1,1,2019,10,1954
Daan District,36000000,11.02,Reinforced concrete construction,129.75,2,2,2,2019,10,1944
Wanhua District,1460000,5.35,Reinforced concrete construction,13.11,2,1,1,2019,10,1955
Beitou,15500000,36.41,Reinforced concrete construction,124.22,2,1,1,2019,9,1946
shihlin,14580000,17.36,Reinforced concrete construction,67.89,2,2,1,2019,11,1938
Neihu District,30000000,26.57,Reinforced concrete construction,121,2,2,1,2019,11,1917
shihlin,13800000,99.38,Reinforced concrete construction,103.75,2,2,1,2019,10,1955
Neihu District,17500000,34.51,Reinforced concrete construction,92.63,2,1,2,2019,11,1947
Wanhua District,6900000,21,Reinforced concrete construction,74.33,2,2,1,2019,10,1949
Wenshan District,10000000,21.62,Reinforced concrete construction,85.66,2,2,1,2019,10,1930
Wenshan District,10600000,21.87,Reinforced concrete construction,74.49,2,2,1,2019,11,1936
Wanhua District,7000000,21.35,Reinforced concrete construction,69.13,2,1,1,2019,10,1956
Wanhua District,7800000,16.78,Reinforced concrete construction,59.84,2,1,1,2019,10,1939.833333
Datong District,7500000,27.67,Strengthen brickwork,70.54,2,1,1,2019,11,1963
Zhongshan Area,14800000,32.75,Reinforced concrete construction,81.91,2,1,1,2019,11,1957
Nangang District,11000000,36.28,Reinforced concrete construction,84.3,2,1,1,2019,11,1955.6
Xinyi District,12800000,19.6,Reinforced concrete construction,72.41,2,2,1,2019,10,1951
Xinyi District,21730000,18.17,Reinforced concrete construction,89.82,2,2,2,2019,11,1954
Beitou,21700000,20.94,Reinforced concrete construction,100.49,2,2,1,2019,10,1945
Daan District,17300000,12.01,Reinforced concrete construction,48.52,2,1,1,2019,10,1917
Zhongshan Area,7800000,8.76,Reinforced concrete construction,50.34,2,2,1,2019,10,1938
Daan District,18150000,12.12,Reinforced concrete construction,64.02,2,2,1,2019,10,1945
shihlin,8000000,14.45,Reinforced concrete construction,56.32,2,2,2,2019,10,1945
Nangang District,13800000,22.38,Reinforced concrete construction,79.02,2,1,1,2019,11,1922
Neihu District,14500000,12.2,Reinforced concrete construction,76.41,2,1,1,2019,10,1911
Neihu District,8420000,19.79,Reinforced concrete construction,69.77,2,2,1,2019,9,1934
Zhongzheng District,21500000,16.72,Reinforced concrete construction,111.19,2,2,3,2019,10,1946
Wanhua District,12500000,5.12,Steel reinforced concrete construction,68.25,2,1,1,2019,11,1913
Wanhua District,3100000,5.12,Reinforced concrete construction,32.55,2,1,1,2019,10,1950
Wanhua District,10250000,12.2,Reinforced concrete construction,64.25,2,2,1,2019,10,1928
Zhongshan Area,9200000,26.12,Strengthen brickwork,83.19,2,2,1,2019,10,1957.916667
Neihu District,24200000,9.84,Reinforced concrete construction,95.9,2,1,1,2019,10,1912
Neihu District,14900000,15.78,Reinforced concrete construction,69.99,2,2,1,2019,10,1935
Wenshan District,11030000,46.38,Reinforced concrete construction,129.78,2,2,1,2019,9,1941
Beitou,9700000,22.1,Reinforced concrete construction,93.28,2,2,1,2019,10,1948
Wanhua District,6700000,12.4,Reinforced concrete construction,46.08,2,1,1,2019,10,1939.833333
Wenshan District,11850000,24.35,Reinforced concrete construction,89.17,2,2,2,2019,11,1938
Nangang District,6880000,25.24,Reinforced concrete construction,93.88,2,1,1,2019,9,2019
Songshan District,26420000,53,Reinforced concrete construction,120.88,2,2,2,2019,10,1952.5
Nangang District,10100000,14.5,Reinforced concrete construction,55.54,2,1,1,2019,9,1933
shihlin,18380000,21.42,Reinforced concrete construction,119.48,2,2,1,2019,11,1946
Beitou,20500000,39.7,Reinforced concrete construction,145.25,2,2,2,2019,10,1935
Zhongshan Area,13380000,9.31,Reinforced concrete construction,84.26,2,2,1,2019,10,1947
Songshan District,12000000,40,Reinforced concrete construction,96.58,2,2,2,2019,10,1958.666667
shihlin,10500000,23.25,Reinforced concrete construction,73.62,2,1,2,2019,10,1958
Zhongshan Area,16000000,7.1,Reinforced concrete construction,79.42,2,2,1,2019,11,1948
Zhongzheng District,14800000,26.52,Reinforced concrete construction,88.54,2,2,1,2019,11,1935
Wenshan District,17000000,22.65,Reinforced concrete construction,89.68,2,1,1,2019,10,1923
Wanhua District,8500000,22.75,Strengthen brickwork,82.58,2,2,1,2019,11,1955.434783
Zhongshan Area,10500000,9.69,Reinforced concrete construction,62.92,2,1,2,2019,11,1954
Songshan District,16450000,22.81,Reinforced concrete construction,74.94,2,2,1,2019,10,1959
Beitou,15000000,14.58,Reinforced concrete construction,71.61,2,1,1,2019,11,1913
Nangang District,9600000,19.5,Reinforced concrete construction,57.86,2,2,2,2019,11,1954
Xinyi District,14700000,29.25,Reinforced concrete construction,77.59,2,2,1,2019,10,1958
Nangang District,17160000,29.04,Reinforced concrete construction,99.78,2,2,1,2019,10,1922
Zhongshan Area,12300000,9.71,Reinforced concrete construction,58.77,2,1,1,2019,11,1954
Datong District,16680000,12.29,Reinforced concrete construction,105.03,2,2,2,2019,10,1949
Datong District,15400000,7.82,Reinforced concrete construction,77.87,2,2,1,2019,11,1911
Wenshan District,6350000,22.25,Reinforced concrete construction,66.02,2,1,1,2019,11,1956.9375
Wenshan District,8500000,25.5,Reinforced concrete construction,75.48,2,2,1,2019,11,1956.9375
Zhongzheng District,4800000,23.25,Reinforced concrete construction,70.99,2,2,1,2019,11,1957.272727
Zhongzheng District,14950000,13.94,Reinforced concrete construction,56.92,2,1,1,2019,11,1947
Zhongshan Area,14900000,11.71,Reinforced concrete construction,89.71,2,1,1,2019,11,1948
Xinyi District,19000000,20.67,Reinforced concrete construction,70.88,2,1,1,2019,10,1956.675
Beitou,5180000,21.38,Reinforced concrete construction,63.28,2,2,1,2019,11,1945
Songshan District,2809000,6.67,Reinforced concrete construction,56.93,2,1,2,2019,11,1950
Daan District,46080000,18.25,Reinforced concrete construction,172.67,2,1,2,2019,10,1946.375
Zhongshan Area,17550000,19,Reinforced concrete construction,73.06,2,1,1,2019,11,1925
shihlin,3200000,12.82,Reinforced concrete construction,35.97,2,1,1,2019,11,1960
Nangang District,805000,7.08,Strengthen brickwork,25.67,2,1,1,2019,11,1955.6
Neihu District,11100000,20.09,Reinforced concrete construction,64.49,2,1,2,2019,11,1937
Neihu District,15000000,16.4,Reinforced concrete construction,71.51,2,2,1,2019,11,1934
Zhongshan Area,11880000,7.65,Reinforced concrete construction,97.59,2,2,1,2019,10,1948
Zhongshan Area,9600000,20.75,Strengthen brickwork,49.53,2,2,1,2019,11,1960
Neihu District,27200000,11.85,Reinforced concrete construction,115.61,2,1,1,2019,11,1912
Datong District,6000000,19,Reinforced concrete construction,57.2,2,1,1,2019,11,1949
Neihu District,17180000,26.77,Reinforced concrete construction,123.51,2,2,1,2019,10,1947
Neihu District,18950000,21.3,Reinforced concrete construction,97.42,2,1,1,2019,11,1923
Zhongshan Area,15800000,14.69,Reinforced concrete construction,81.23,2,1,1,2019,11,1946
shihlin,10500000,30.33,Strengthen brickwork,71.34,2,1,1,2019,11,1958
shihlin,46000000,717.54,Stone building,184.56,2,1,1,2019,11,1961
Songshan District,15200000,8.63,Reinforced concrete construction,57.84,2,1,1,2019,10,1947
Songshan District,20380000,8.49,Reinforced concrete construction,102.39,2,2,2,2019,9,1943.647059
Daan District,32880000,29,Strengthen brickwork,80.06,2,1,1,2019,10,1963
Beitou,5250000,26.75,Reinforced concrete construction,69.14,2,1,1,2019,11,1955
shihlin,13000000,23.74,Reinforced concrete construction,79.89,2,1,1,2019,11,1951
Zhongzheng District,11800000,8.23,Reinforced concrete construction,57.12,2,1,1,2019,11,1948
Wanhua District,11170000,4.47,Reinforced concrete construction,62.34,2,1,1,2019,11,1911
Wanhua District,11400000,4.37,Reinforced concrete construction,60.83,2,1,1,2019,11,1911
Wanhua District,11930000,4.5,Reinforced concrete construction,62.63,2,1,1,2019,11,1911
Wanhua District,11880000,4.47,Reinforced concrete construction,62.34,2,1,1,2019,11,1911
Wanhua District,16000000,6.41,Reinforced concrete construction,89.43,2,1,1,2019,11,1911
Wanhua District,16000000,6.59,Reinforced concrete construction,91.85,2,1,1,2019,11,1911
Wanhua District,15300000,5.95,Reinforced concrete construction,82.94,2,1,1,2019,11,1911
Wanhua District,11000000,4.37,Reinforced concrete construction,60.83,2,1,1,2019,11,1911
Wanhua District,12300000,4.61,Reinforced concrete construction,64.17,2,1,1,2019,11,1911
Wanhua District,14270000,5.98,Reinforced concrete construction,83.39,2,1,1,2019,11,1911
Wanhua District,13300000,4.97,Reinforced concrete construction,69.29,2,1,1,2019,11,1911
Wanhua District,16270000,6.41,Reinforced concrete construction,89.43,2,1,1,2019,11,1911
Neihu District,13500000,8.82,Reinforced concrete construction,66.49,2,1,1,2019,11,1935
Beitou,7750000,21.25,Reinforced concrete construction,54.6,2,1,1,2019,11,1958
Daan District,15250000,22,Reinforced concrete construction,62.56,2,2,2,2019,11,1946.190476
Zhongshan Area,10000000,24.5,Reinforced concrete construction,65.35,2,2,1,2019,11,1952
Xinyi District,13600000,20,Reinforced concrete construction,59.94,2,1,1,2019,11,1940
Zhongzheng District,11500000,14.06,Reinforced concrete construction,57.45,2,1,1,2019,11,1949
Wenshan District,7300000,16.09,Reinforced concrete construction,53.26,2,2,1,2019,11,1935
Wenshan District,12500000,27.01,Reinforced concrete construction,129.42,2,2,2,2019,10,1946
Neihu District,17300000,8.32,Reinforced concrete construction,83.18,2,2,2,2019,11,1914
Songshan District,13000000,11.38,Reinforced concrete construction,61.32,2,2,1,2019,7,1946
Neihu District,6300000,12.16,Reinforced concrete construction,35.72,2,1,1,2019,11,1934
Neihu District,17600000,14.93,Reinforced concrete construction,79.11,2,2,1,2019,11,1935
Daan District,18350000,7.26,Reinforced concrete construction,71.23,2,1,1,2019,11,1921
Beitou,12600000,9.95,Steel reinforced concrete construction,55.76,2,1,1,2019,11,1918
Nangang District,20200000,18.43,Reinforced concrete construction,80.61,2,2,1,2019,10,1922
Songshan District,14800000,34.1,Reinforced concrete construction,77.73,2,2,1,2019,11,1957
Zhongzheng District,26580000,39.88,Strengthen brickwork,110.41,2,2,1,2019,11,1961
Zhongzheng District,12680000,17.17,Reinforced concrete construction,64.54,2,2,1,2019,10,1946
Datong District,11000000,20.12,Reinforced concrete construction,67.02,2,1,1,2019,11,1956.125
Zhongshan Area,11450000,9.84,Reinforced concrete construction,63.44,2,1,1,2019,10,1948
Neihu District,17230000,14.93,Reinforced concrete construction,79.11,2,2,1,2019,11,1935
Zhongshan Area,13300000,6.46,Reinforced concrete construction,70.01,2,1,1,2019,12,1922
Datong District,5000000,17.83,Reinforced concrete construction,38.69,2,1,1,2019,10,1963
Songshan District,9500000,4.49,Reinforced concrete construction,52.34,2,1,1,2019,11,1947
Songshan District,17000000,16.46,Reinforced concrete construction,69.33,2,1,1,2019,11,1950
Neihu District,11550000,20.09,Reinforced concrete construction,64.49,2,1,2,2019,11,1937
Zhongshan Area,7700000,5.65,Reinforced concrete construction,44.28,2,2,1,2019,11,1949
Xinyi District,7950000,12.12,Reinforced concrete construction,54.61,2,2,1,2019,11,1939
Songshan District,15650000,14.72,Reinforced concrete construction,76.11,2,2,1,2019,12,1946
Daan District,7680000,16.25,Reinforced concrete construction,45.67,2,1,2,2019,11,1960.071429
Songshan District,16700000,14,Reinforced concrete construction,76.48,2,1,1,2019,10,1952.25
Zhongshan Area,11000000,14.09,Reinforced concrete construction,75.25,2,1,1,2019,11,1946
Wanhua District,7500000,10.51,Reinforced concrete construction,66.19,2,1,1,2019,11,1950
Xinyi District,12650000,23.9,Reinforced concrete construction,81.72,2,2,1,2019,12,1944
shihlin,27750000,26.5,Reinforced concrete construction,85.22,2,2,1,2019,11,1958
Songshan District,17050000,5.3,Reinforced concrete construction,81.17,2,2,1,2019,11,1941
Wenshan District,5800000,10.15,Reinforced concrete construction,38.49,2,0,2,2019,12,1936
Wanhua District,10850000,8.72,Reinforced concrete construction,68.92,2,2,1,2019,11,1947
Beitou,13090000,20.55,Reinforced concrete construction,89.38,2,2,1,2019,11,1911
Xinyi District,17360000,20.06,Reinforced concrete construction,82,2,1,1,2019,9,1942
Datong District,4240000,19.95,Reinforced concrete construction,56.38,2,1,1,2019,11,1951.2
Wanhua District,6900000,17.95,Reinforced concrete construction,45.88,2,1,1,2019,8,1955
Wanhua District,7600000,25.25,Strengthen brickwork,68.25,2,2,1,2019,10,1961
Wanhua District,13350000,4.37,Reinforced concrete construction,60.83,2,1,1,2019,12,1911
Wanhua District,18890000,6.16,Reinforced concrete construction,86.11,2,2,1,2019,12,1911
Wanhua District,12000000,4.37,Reinforced concrete construction,60.83,2,1,1,2019,12,1911
shihlin,16600000,25.84,Reinforced concrete construction,101.37,2,2,1,2019,11,1953
Wenshan District,11100000,19.44,Reinforced concrete construction,79.78,2,2,1,2019,12,1924
Xinyi District,13000000,31.75,Reinforced concrete construction,85.36,2,2,2,2019,11,1958
Xinyi District,14160000,13.67,Reinforced concrete construction,74.47,2,2,1,2019,10,1940
Datong District,16970000,16.24,Reinforced concrete construction,78.61,2,2,1,2019,9,1911
Datong District,18660000,19.32,Reinforced concrete construction,93.55,2,2,1,2019,8,1911
Neihu District,16380000,24.98,Reinforced concrete construction,83.33,2,2,1,2019,10,1926
Neihu District,16900000,23.41,Reinforced concrete construction,81.9,2,2,1,2019,11,1933
Wanhua District,12000000,4.35,See other registration items,68.71,2,1,1,2019,11,1914
Beitou,7300000,28.27,Reinforced concrete construction,93.06,2,2,2,2019,11,1944
Wenshan District,5250000,10.79,Reinforced concrete construction,32.4,2,2,1,2019,11,1956.9375
Neihu District,10600000,28.79,Reinforced concrete construction,106.86,2,2,2,2019,11,1950
Songshan District,19000000,16.07,Reinforced concrete construction,75.4,2,2,1,2019,11,1950
Beitou,10000000,24.8,Strengthen brickwork,26.88,2,2,2,2019,10,1957
shihlin,13200000,19.25,Reinforced concrete construction,107.26,2,2,2,2019,9,1940
Songshan District,15300000,6.73,Reinforced concrete construction,77.36,2,1,2,2019,9,1947
Wanhua District,11400000,21.42,Reinforced concrete construction,81.66,2,2,1,2019,12,1948
Wenshan District,11660000,28,Reinforced concrete construction,80.62,2,2,1,2019,12,1958
Neihu District,10600000,20.58,Reinforced concrete construction,68.05,2,2,1,2019,12,1948
Zhongshan Area,19800000,20.78,Reinforced concrete construction,83.37,2,2,1,2019,11,1950
Songshan District,18580000,19.79,Reinforced concrete construction,75.19,2,2,1,2019,11,1946
Daan District,15560000,23.3,Reinforced concrete construction,67.21,2,2,1,2019,12,1955
Neihu District,19700000,22.85,Reinforced concrete construction,98.41,2,2,1,2019,12,1936
Xinyi District,11000000,28,Reinforced concrete construction,88.11,2,2,1,2019,10,1952
Zhongshan Area,11000000,10.57,Reinforced concrete construction,49.76,2,2,1,2019,12,1953
Wenshan District,12600000,19.27,Reinforced concrete construction,82.7,2,1,1,2019,11,1921
Datong District,8500000,3.46,Reinforced concrete construction,41.08,2,1,1,2019,11,1922
shihlin,15180000,11.35,Reinforced concrete construction,62,2,1,1,2019,11,1916
shihlin,8000000,17.3,Reinforced concrete construction,64.42,2,1,2,2019,11,1954
Nangang District,5900000,16.54,Reinforced concrete construction,60.79,2,2,1,2019,11,1955.6
Nangang District,7250000,30,Reinforced concrete construction,59.64,2,2,2,2019,12,1955.6
Datong District,18740000,19.56,Reinforced concrete construction,94.7,2,2,1,2019,10,1911
Songshan District,9550000,4.49,Reinforced concrete construction,52.34,2,2,2,2019,12,1947
Beitou,24300000,23.21,Reinforced concrete construction,158.47,2,1,1,2019,11,1945
Zhongshan Area,11650000,18.2,Reinforced concrete construction,68.54,2,2,1,2019,11,1946
Zhongshan Area,18500000,11.79,Reinforced concrete construction,83.99,2,2,1,2019,11,1946
Neihu District,13600000,7.54,See other registration items,55.04,2,1,1,2019,11,1920
shihlin,2600000,11.71,Reinforced concrete construction,29.48,2,1,1,2019,10,1947.861111
Xinyi District,8600000,24.75,Reinforced concrete construction,69.28,2,2,1,2019,12,1952
Xinyi District,800000,2.81,Strengthen brickwork,4.42,2,1,1,2019,12,1963
Xinyi District,42000000,35.82,Reinforced concrete construction,149.13,2,2,1,2019,10,1941
Zhongshan Area,6300000,4.37,Reinforced concrete construction,33.76,2,1,1,2019,12,1958
Zhongshan Area,18200000,14.98,Reinforced concrete construction,95.44,2,1,1,2019,10,1916
Datong District,10000000,5.83,Reinforced concrete construction,61.87,2,2,1,2019,11,1952
Wenshan District,11120000,21.76,Reinforced concrete construction,90.98,2,2,2,2019,9,1945.885714
Wenshan District,19500000,15.3,Reinforced concrete construction,133.17,2,2,2,2019,11,1936
Wanhua District,8946000,31.5,Reinforced concrete construction,86.37,2,1,1,2019,11,1958
Neihu District,14800000,40.65,Reinforced concrete construction,93.86,2,2,2,2019,10,1953
Neihu District,12950000,17.45,Reinforced concrete construction,78.41,2,2,1,2019,12,1918
Xinyi District,8750000,22.5,Reinforced concrete construction,63.42,2,1,1,2019,12,1955
shihlin,15800000,25.29,Reinforced concrete construction,96.99,2,2,2,2019,12,1951
Nangang District,15500000,6.95,Reinforced concrete construction,65.77,2,1,1,2019,11,1924
Zhongshan Area,12580000,5.52,Reinforced concrete construction,54.28,2,2,1,2019,11,1923
Zhongshan Area,9800000,17.75,Reinforced concrete construction,53.77,2,1,1,2019,11,1955
Xinyi District,15660000,23.75,Reinforced concrete construction,74.56,2,2,1,2019,12,1955.666667
Wanhua District,5800000,16.81,Reinforced concrete construction,64.68,2,1,1,2019,12,1956
Neihu District,7100000,28.7,Reinforced concrete construction,94.17,2,1,1,2019,12,1946
Wenshan District,11500000,21.71,Reinforced concrete construction,74.76,2,2,1,2019,11,1938
Wenshan District,10300000,21.71,Reinforced concrete construction,74.76,2,1,1,2019,12,1938
Xinyi District,2200000,4,Strengthen brickwork,10.12,2,1,1,2019,12,1961
shihlin,8000000,36.5,Reinforced concrete construction,77.15,2,2,1,2019,11,1954
Beitou,18880000,18.38,Reinforced concrete construction,88.13,2,2,1,2019,12,1911
Beitou,9300000,23,Reinforced concrete construction,54.59,2,2,1,2019,12,1958
Wanhua District,10260000,14.42,Reinforced concrete construction,60.38,2,2,1,2019,12,1948
Zhongshan Area,11500000,18.2,Reinforced concrete construction,68.55,2,2,1,2019,12,1946
Daan District,23800000,23.84,Reinforced concrete construction,98.6,2,2,1,2019,12,1921
shihlin,17000000,31.51,Reinforced concrete construction,104.02,2,2,2,2019,12,1948
Beitou,8000000,24.5,Reinforced concrete construction,62.79,2,1,1,2019,12,1955
Xinyi District,14600000,26,Reinforced concrete construction,73.75,2,2,1,2019,11,1958
Songshan District,10130000,20.4,Reinforced concrete construction,76.14,2,1,1,2019,11,1951
Songshan District,10060000,20.4,Reinforced concrete construction,77.31,2,1,1,2019,11,1951
Zhongshan Area,15360000,8.89,Reinforced concrete construction,102.53,2,1,1,2019,12,1948
Nangang District,9200000,42.75,Reinforced concrete construction,61.18,2,2,2,2019,12,1955.6
Songshan District,22100000,9.58,Reinforced concrete construction,94.76,2,2,1,2019,12,1950
Songshan District,32000000,22.68,Reinforced concrete construction,122.26,2,2,2,2019,12,1952
Beitou,9000000,22.75,Reinforced concrete construction,66.42,2,1,1,2019,11,1958
Neihu District,12600000,24.24,Reinforced concrete construction,97.49,2,2,1,2019,11,1946
Xinyi District,28250000,15.12,Reinforced concrete construction,124.88,2,2,0,2019,11,1942
Neihu District,20500000,9.4,Reinforced concrete construction,91.32,2,2,1,2019,12,1912
Wenshan District,9000000,25.47,Reinforced concrete construction,76.99,2,2,1,2019,12,1933
Zhongshan Area,18550000,18.08,Reinforced concrete construction,90.01,2,1,1,2019,11,1923
Zhongshan Area,11730000,20.56,Reinforced concrete construction,87.46,2,1,1,2019,10,1946
Datong District,19350000,16.9,Reinforced concrete construction,81.82,2,2,1,2019,11,1911
Xinyi District,12970000,22.8,Reinforced concrete construction,86.21,2,1,1,2019,11,1946
Nangang District,16570000,6.67,Reinforced concrete construction,78.25,2,1,1,2019,12,1918
Xinyi District,25250000,18.2,Reinforced concrete construction,104.27,2,1,2,2019,12,1916
shihlin,6200000,33.67,Reinforced concrete construction,74.65,2,2,1,2019,12,1954
Beitou,18200000,18.38,Reinforced concrete construction,88.13,2,2,1,2019,12,1911
Xinyi District,19600000,18.02,Reinforced concrete construction,84.62,2,2,1,2019,12,1942
Songshan District,10060000,20.4,Reinforced concrete construction,77.31,2,1,1,2019,11,1951
Nangang District,13300000,22.75,Reinforced concrete construction,62.36,2,2,2,2019,12,1953
Songshan District,13600000,37,Strengthen brickwork,73.78,2,2,1,2019,11,1959
Wanhua District,4200000,18.9,Reinforced concrete construction,89.25,2,1,1,2019,11,1943
Wanhua District,10500000,4.49,Reinforced concrete construction,52.2,2,1,1,2019,12,1923
Wenshan District,12000000,19.69,Reinforced concrete construction,83.15,2,2,1,2019,12,1933
Beitou,4700000,30.25,Reinforced concrete construction,74.73,2,2,1,2019,12,1954
Zhongshan Area,12000000,8.91,Reinforced concrete construction,68.5,2,1,1,2019,12,1922
Xinyi District,12500000,30,Reinforced concrete construction,75.24,2,2,1,2019,12,1939
